lot_id,wafer_id,product_type,technology_node,process_date,etch_tool,litho_tool,deposition_tool,implant_tool,etch_rate,pressure,temperature,exposure_time,focus_offset,dose,deposition_rate,thickness_uniformity,implant_energy,tilt_angle,critical_dimension,oxide_thickness,resistivity,defect_count,defect_density,vth,leakage_current,resistance,yield
LOT_0001,W001,CPU,10nm,2023-01-01,ETCH_02,LITHO_01,DEP_03,IMP_01,3.559737132240899,149.8086784941441,66.59537707620139,1.5761514928204012,0.019829233126383322,1005425600435859.6,2.1479212815507394,1.6734869458305819,49.53052561406505,6.768291153593768,21.301405369644616,55.60490567891509,1.9260159266026606,664,0.9466580894784826,0.5570383066275733,0.00035281731552653714,90.02249172787809,0.6787834426887882
LOT_0001,W002,CPU,10nm,2023-01-01,ETCH_02,LITHO_01,DEP_03,IMP_01,3.4070157038931765,147.35262519537875,66.49544093382521,1.6279744015518895,0.022971165109398006,1002910340012621.9,1.9384564337907546,1.3999492299788177,50.947439821046636,6.682220129862681,20.467671707986604,54.595611534006196,2.339905358847254,612,0.8114601975441078,0.5855463437182705,0.00012222595184635036,103.656820677264,0.7799655662148846
LOT_0001,W003,CPU,10nm,2023-01-01,ETCH_02,LITHO_01,DEP_03,IMP_01,3.4137451160881254,151.48430617934562,66.77693315999082,1.5085684140594986,0.020421758588058798,1010571222262189.1,1.8421478009632573,1.3760311583210583,49.53936122904021,7.1718091447842305,19.3554397669559,55.81020992348699,2.384475315875105,584,0.7982264584545585,0.6249270196398123,0.00035695279081842426,95.05377050438135,0.7784918651518665
LOT_0001,W004,CPU,10nm,2023-01-01,ETCH_02,LITHO_01,DEP_03,IMP_01,3.495263009931903,142.9592335522626,67.49929395156964,1.4911133939364671,0.0189480834565685,989621701234845.1,1.9001792060544322,1.6869590838460857,50.29656138432897,6.962098127485907,23.459445300633682,56.98898865973985,2.948630275865042,673,0.9529535836513271,0.6467988739711354,0.00025015945392876915,105.17647665114661,0.40527455470506
LOT_0001,W005,CPU,10nm,2023-01-01,ETCH_02,LITHO_01,DEP_03,IMP_01,3.5269637654590538,149.00496324767067,65.483521553071,1.4006215542699554,0.019901640560812443,994982429564154.6,2.1377894044741517,1.4163459563452705,49.191506397106814,7.457701058851037,22.493126664489527,53.6755994905824,2.6539802299340067,613,0.8181237984530415,0.5716409917963318,0.00019793270151331264,98.91706127897046,0.9353499546470884
LOT_0001,W006,CPU,10nm,2023-01-01,ETCH_02,LITHO_01,DEP_03,IMP_01,3.4029188041494307,137.22411976218265,65.99103588777753,1.4802241774209854,0.019554315717650293,990569431915327.4,1.9733939091648935,1.562987766018951,47.97768506680426,7.7019793693296466,21.97217379323254,50.81623844502444,2.178240449669303,630,0.8912710408683007,0.559219533048996,0.00034272545003101055,93.3953804955108,0.595223784928947
LOT_0001,W007,CPU,10nm,2023-01-01,ETCH_02,LITHO_01,DEP_03,IMP_01,3.5172230584235806,144.65660981190234,67.58564562903004,1.5375966516343387,0.024955159735215237,1021904556258099.8,2.13027943109361,1.2396297874415438,50.58685709380027,6.504731837434655,21.150553405595844,55.2491284127191,2.34895730376514,529,0.7322924735883796,0.5072016098614898,0.0002032378549794746,93.30261867538043,0.9228648910621619
LOT_0001,W008,CPU,10nm,2023-01-01,ETCH_02,LITHO_01,DEP_03,IMP_01,3.5578873944508147,153.60274107980868,64.97812524627388,1.4805867800511694,0.01657243813085576,1013638865244171.0,2.0456121798533964,1.7287721221837316,50.5264481613347,8.269581358134666,21.51326356325666,54.485333207261235,2.0679875656948608,676,0.9726722801572937,0.671936226453978,0.00043254031722058045,101.50789624547978,0.3907987492776295
LOT_0001,W009,CPU,10nm,2023-01-01,ETCH_02,LITHO_01,DEP_03,IMP_01,3.5434457978638947,146.92824290986817,69.03154902228951,1.5236916460455894,0.015043482513986758,991793176816482.9,1.8925318329772678,1.6774169207484904,51.158595579007404,7.481688064622161,22.619171390404748,57.055150399986225,3.069037894796184,628,0.9462302016312386,0.5763390125858951,0.00020034999632595758,106.33244560088444,0.8919394503167214
LOT_0001,W010,CPU,10nm,2023-01-01,ETCH_02,LITHO_01,DEP_03,IMP_01,3.5472921579853316,156.54690985343316,66.37592000738398,1.636721107953087,0.021468827150759734,1000419800644700.2,1.9865470343905192,1.3273968747867748,50.97718000081307,6.931364091451092,21.81380141667751,56.85085204486935,2.3642613302965994,539,0.7744328509687672,0.6344337890088322,0.00013447159004457596,97.00321273722257,0.6569255690984735
LOT_0001,W011,CPU,10nm,2023-01-01,ETCH_02,LITHO_01,DEP_03,IMP_01,3.5338544740680944,152.4265868986442,63.53228512759773,1.5076862552972763,0.02129104359223,1010538020520349.0,2.0257787360348285,1.6321569052736469,51.08305124317528,6.311165316021454,20.593262440127315,56.28758816802165,2.6541357852736627,687,0.9267239744329384,0.6243574061598693,0.001988874643851174,105.03960449021328,0.6478236550190352
LOT_0001,W012,CPU,10nm,2023-01-01,ETCH_02,LITHO_01,DEP_03,IMP_01,3.6108452512144478,151.66148079088202,65.65236184410465,1.4423717314169993,0.013496158033964131,982115034950195.0,1.9044071082170633,1.512072771592076,49.46533725814994,7.178652270968317,21.378202291915162,55.20049678135204,2.232063917911233,611,0.8627844648130201,0.583319607030717,0.00033558244372262436,91.06652853540815,0.5273448662643899
LOT_0001,W013,CPU,10nm,2023-01-01,ETCH_02,LITHO_01,DEP_03,IMP_01,3.523645747192305,147.2419982619709,69.58788817865064,1.5316959511159005,0.010874287066711966,998852635585331.0,1.9238213535231612,1.6904866669592449,49.2074792615673,7.252493639490228,23.298632791255184,51.99925898236056,2.3996496292477154,642,0.9506804770129784,0.7163270876279045,0.00037217432774372877,91.19170601198222,0.735874552316186
LOT_0001,W014,CPU,10nm,2023-01-01,ETCH_02,LITHO_01,DEP_03,IMP_01,3.593428955764382,152.38648132730205,68.60270197295898,1.4336584116932052,0.03021857898875923,999805578591004.5,1.862008026673687,1.4725216077586663,51.872005680472306,6.533704171719459,20.05758628828021,54.737203738133964,1.9015115285327053,610,0.8513700933737127,0.5207032301405015,0.00023370150267176744,91.5553932981213,0.8134554397256245
