row_id,lot_id,wafer_id,feature,impact_strength,feature_value,yield_pred,riskscore,mode,direction,product_type,technology_node,normal_mean,normal_std,diff,pct_diff,z_score,relative_direction
0,LOT_0016,W020,temperature,0.0182077251374721,69.09829964,0.32669938,0.5644008266666667,abs_fallback,positive,FPGA,28nm,66.4172167852,2.161528509507529,2.681082854799996,4.036728704592549,1.2403643263398247,high
0,LOT_0016,W020,exposure_time,0.0129567151889204,1.533377404,0.32669938,0.5644008266666667,abs_fallback,negative,FPGA,28nm,1.4948037743866667,0.045487276989929264,0.03857362961333344,2.580514596529932,0.8480091866977293,high
0,LOT_0016,W020,pressure,0.008668634109199,154.1661527,0.32669938,0.5644008266666667,abs_fallback,positive,FPGA,28nm,152.85480710266668,4.547887792166171,1.3113455973333146,0.857902752409975,0.28834167793316984,high
0,LOT_0016,W020,focus_offset,0.0081825945526361,0.020429674,0.32669938,0.5644008266666667,abs_fallback,negative,FPGA,28nm,0.02471185529333333,0.00484815304232381,-0.004282181293333333,-17.328448508696464,-0.8832601555046307,low
0,LOT_0016,W020,dose,0.0068694022484123,1010000000000000.0,0.32669938,0.5644008266666667,abs_fallback,positive,FPGA,28nm,997573333333333.4,9629870944847.316,12426666666666.625,1.2456895399502752,1.290429200748095,high
1,LOT_0019,W013,focus_offset,0.0155133651569485,0.037177657,0.30997077,0.58670564,abs_fallback,negative,ASIC,22nm,0.02796373228,0.005474175731950858,0.009213924720000002,32.94955157718484,1.6831617193178183,high
1,LOT_0019,W013,tilt_angle,0.005309578962624,6.421722391,0.30997077,0.58670564,abs_fallback,negative,ASIC,22nm,6.9612724444000005,0.3974735998738993,-0.5395500534000002,-7.750738929296383,-1.357448777009911,low
1,LOT_0019,W013,pressure,0.0043992465361952,152.5116145,0.30997077,0.58670564,abs_fallback,positive,ASIC,22nm,150.606210704,5.172136053901967,1.9054037960000016,1.2651561891642122,0.3683978487368149,high
1,LOT_0019,W013,implant_energy,0.0039766929112374,50.69723805,0.30997077,0.58670564,abs_fallback,positive,ASIC,22nm,50.341443734,0.8977859025680996,0.3557943160000008,0.7067622412120732,0.39630196306931964,high
1,LOT_0019,W013,temperature,0.0028948388062417,68.35119393,0.30997077,0.58670564,abs_fallback,positive,ASIC,22nm,66.1806520924,1.9284667488211853,2.1705418375999983,3.2797226514733295,1.1255272292360026,high
2,LOT_0039,W001,pressure,0.0293988864868879,151.1669036,0.27426296,0.6343160533333333,abs_fallback,negative,GPU,14nm,152.91436910599998,5.228697181161051,-1.747465505999969,-1.142773904247809,-0.33420667617965427,low
2,LOT_0039,W001,focus_offset,0.0068249241448938,0.026024155,0.27426296,0.6343160533333333,abs_fallback,negative,GPU,14nm,0.02597352128,0.005566928104691624,5.063372000000191e-05,0.1949436023892325,0.009095449043410572,high
2,LOT_0039,W001,dose,0.0057986294850707,997000000000000.0,0.27426296,0.6343160533333333,abs_fallback,positive,GPU,14nm,999520000000000.0,10721407157111.95,-2520000000000.0,-0.2521210180886826,-0.23504377392555048,low
2,LOT_0039,W001,exposure_time,0.0051906523294746,1.534704837,0.27426296,0.6343160533333333,abs_fallback,negative,GPU,14nm,1.49348743974,0.0586404972794452,0.041217397260000066,2.7598087627424226,0.7028827937918065,high
2,LOT_0039,W001,temperature,0.0050971284508705,66.34857694,0.27426296,0.6343160533333333,abs_fallback,negative,GPU,14nm,66.480053645,2.494425647164823,-0.1314767049999972,-0.19776865057916201,-0.05270820763758827,low
3,LOT_0002,W019,exposure_time,0.0447197034955024,1.617868818,0.257239,0.6570146666666666,negative_only,negative,FPGA,22nm,1.50129876688,0.049133503725293654,0.11657005112000007,7.764613787341601,2.3725165092892397,high
3,LOT_0002,W019,tilt_angle,0.0239791367202997,7.541804827,0.257239,0.6570146666666666,negative_only,negative,FPGA,22nm,7.014356703360001,0.524672945549897,0.5274481236399993,7.519550913516371,1.0052893466460413,high
3,LOT_0002,W019,implant_energy,0.0185699965804815,50.58380038,0.257239,0.6570146666666666,negative_only,negative,FPGA,22nm,49.916123906399996,0.8242171717820177,0.6676764736000038,1.3375967950528742,0.8100734802046954,high
3,LOT_0002,W019,temperature,0.0100233741104602,64.19275987,0.257239,0.6570146666666666,negative_only,negative,FPGA,22nm,66.98132022120001,2.4779429089655696,-2.7885603512000046,-4.163191083647491,-1.1253529449710973,low
3,LOT_0002,W019,pressure,0.0082063395529985,147.4739463,0.257239,0.6570146666666666,negative_only,negative,FPGA,22nm,152.880011038,5.808711398393701,-5.406064737999998,-3.5361488406884667,-0.9306822746546282,low
4,LOT_0019,W012,pressure,0.0254991333931684,145.8426273,0.30010796,0.5998560533333334,abs_fallback,negative,ASIC,22nm,150.606210704,5.172136053901967,-4.763583404000002,-3.1629395505678537,-0.9210089126493968,low
4,LOT_0019,W012,tilt_angle,0.0248625539243221,7.581614878,0.30010796,0.5998560533333334,abs_fallback,negative,ASIC,22nm,6.9612724444000005,0.3974735998738993,0.6203424335999994,8.911336806102465,1.5607135473553284,high
4,LOT_0019,W012,exposure_time,0.0116682900115847,1.58755678,0.30010796,0.5998560533333334,abs_fallback,positive,ASIC,22nm,1.49909341148,0.0491589112470976,0.08846336851999981,5.901124491878855,1.7995387708201942,high
4,LOT_0019,W012,implant_energy,0.010369200259447,51.13219819,0.30010796,0.5998560533333334,abs_fallback,negative,ASIC,22nm,50.341443734,0.8977859025680996,0.7907544559999948,1.5707822369230566,0.8807828824859845,high
4,LOT_0019,W012,focus_offset,0.0035362169146537,0.024112989,0.30010796,0.5998560533333334,abs_fallback,positive,ASIC,22nm,0.02796373228,0.005474175731950858,-0.003850743279999999,-13.770490661753298,-0.7034378809008037,low
5,LOT_0043,W001,dose,0.0082190530374646,1020000000000000.0,0.2963159,0.6049121333333333,abs_fallback,positive,ASIC,14nm,998546666666666.6,10067734565396.484,21453333333333.375,2.1484557556982855,2.1308997763081674,high
5,LOT_0043,W001,focus_offset,0.0057331691496074,0.030503134,0.2963159,0.6049121333333333,abs_fallback,positive,ASIC,14nm,0.030037575453333337,0.006922705067374605,0.00046555854666666466,1.5499204717463169,0.067250948131505,high
